2023-10-30 16:18:24.675 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'subProtocolWebSocketHandler'
2023-10-30 16:18:24.675 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'webSocketScopeConfigurer'
2023-10-30 16:18:24.675 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'webSocketMessageBrokerStats'
2023-10-30 16:18:24.675 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'clientInboundChannel'
2023-10-30 16:18:24.675 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'clientInboundChannelExecutor'
2023-10-30 16:18:24.675 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'clientOutboundChannel'
2023-10-30 16:18:24.675 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'clientOutboundChannelExecutor'
2023-10-30 16:18:24.675 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'brokerChannel'
2023-10-30 16:18:24.675 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'brokerChannelExecutor'
2023-10-30 16:18:24.675 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'simpAnnotationMethodMessageHandler'
2023-10-30 16:18:24.675 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'simpleBrokerMessageHandler'
2023-10-30 16:18:24.675 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'stompBrokerRelayMessageHandler'
2023-10-30 16:18:24.676 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'userDestinationMessageHandler'
2023-10-30 16:18:24.676 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'userRegistryMessageHandler'
2023-10-30 16:18:24.676 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'messageBrokerTaskScheduler'
2023-10-30 16:18:24.676 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'brokerMessagingTemplate'
2023-10-30 16:18:24.676 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'brokerMessageConverter'
2023-10-30 16:18:24.676 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'userDestinationResolver'
2023-10-30 16:18:24.676 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'userRegistry'
2023-10-30 16:18:24.676 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.retry.annotation.RetryConfiguration'
2023-10-30 16:18:24.676 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.scheduling.annotation.SchedulingConfiguration'
2023-10-30 16:18:24.676 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.context.annotation.internalScheduledAnnotationProcessor'
2023-10-30 16:18:24.676 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'passwordEncoder'
2023-10-30 16:18:24.676 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.AutoConfigurationPackages'
2023-10-30 16:18:24.676 TRACE 16662 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Returning cached instance of singleton bean 'org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration'
